text,label
чай,ru
нужно,ru
test,en
think,en
a,en
issue,en
слышать,ru
best wishes,en
than,en
chicken,en
the,en
could,en
wolf,en
use,en
зуб,ru
at,en
different,en
find,en
seem,en
я,ru
did,en
хотеть,ru
должен,ru
добрый,ru
also,en
живой,ru
they,en
small,en
чёрный,ru
same here,en
jklukhnnh,ru_wrong
line,en
tea,en
утро,ru
горячий,ru
ylvь,ru_wrong
get,en
рука,ru
"jl;ьplgh,t;ь",ru_wrong
тёмный,ru
uehgh,ru_wrong
u;hp,ru_wrong
because,en
over,en
her,en
высокий,ru
small,en
холодный,ru
will,en
into,en
kid,en
most,en
"pyh,ь",ru_wrong
last,en
дорога,ru
добрый,ru
have,en
want,en
не,ru
make,en
добрый,ru
стоять,ru
your,en
day,en
machine,en
"rly]m'tywmh;ьylb,ь",ru_wrong
nhyul,ru_wrong
have a nice day,en
ты,ru
use,en
other,en
research,en
long,en
не,ru
глупый,ru
хотеть,ru
whichever,en
member,en
город,ru
door,en
law,en
president,en
young,en
information,en
him,en
хотеть,ru
здоровый,ru
я,ru
this,en
one,en
girl,en
вертолёт,ru
all,en
want,en
jumping,en
bad,en
луна,ru
",tyymb",ru_wrong
first,en
живой,ru
kid,en
коль,ru
know,en
team,en
house,en
house,en
no,en
облачно,ru
[l;l'yfq,ru_wrong
well,en
soda,en
небо,ru
information,en
side,en
now,en
медленный,ru
give,en
they,en
change,en
like,en
these,en
reason,en
air,en
мобила,ru
leave,en
house,en
бы,ru
светлый,ru
just,en
about,en
them,en
пользовательский опыт,ru
tell,en
work,en
высокий,ru
говорить,ru
волос,ru
try,en
or,en
pig,en
not,en
;lumy,ru_wrong
что,ru
а,ru
some,en
лежать,ru
make,en
сок,ru
know,en
year,en
тусклый,ru
person,en
новый,ru
house,en
like,en
at,en
from,en
солнечно,ru
level,en
bl;ywt,ru_wrong
help,en
time,en
ask,en
слабый,ru
an,en
by,en
утро,ru
sunflower,en
try,en
"]e,.l;",ru_wrong
нос,ru
like,en
'lz'ь,ru_wrong
который,ru
такси,ru
.l;ьylq,ru_wrong
history,en
back,en
и,ru
rkhbmgfq,ru_wrong
party,en
if,en
think,en
war,en
big,en
кость,ru
with,en
который,ru
one,en
reason,en
go,en
law,en
ты,ru
make,en
kind,en
look,en
дом,ru
garlic,en
gtvtk,ru_wrong
зуб,ru
хотеть,ru
по,ru
will,en
problem,en
by,en
а,ru
сила,ru
education,en
think,en
быть,ru
одуванчик,ru
minute,en
go,en
жизнь,ru
bgmyьc,ru_wrong
"bjh,ь",ru_wrong
because,en
адрес,ru
яркий,ru
person,en
day,en
they,en
и,ru
поэтому,ru
service,en
мочь,ru
good evening,en
good,en
nf,ru_wrong
even,en
hour,en
for,en
moment,en
ехать,ru
for,en
line,en
короткий,ru
себя,ru
.hph 'hyyf[,ru_wrong
socks,en
видеть,ru
high,en
и,ru
монитор,ru
будто,ru
could,en
zmglq,ru_wrong
body,en
дождь,ru
good,en
city,en
body,en
scooter,en
service,en
прохладный,ru
свет,ru
other,en
with,en
стать,ru
хотеть,ru
хотеть,ru
be careful,en
два,ru
dress,en
their,en
his,en
ukcpyfq,ru_wrong
гора,ru
мокрый,ru
come,en
mobile,en
айос,ru
not,en
тёплый,ru
twilight,en
день,ru
стоять,ru
но,ru
on,en
злой,ru
work,en
человек,ru
больной,ru
number,en
кровь,ru
нельзя,ru
out,en
работа,ru
as,en
leave,en
ухо,ru
papaya,en
жизнь,ru
работа,ru
свифт,ru
office,en
стать,ru
бедный,ru
most,en
who,en
можно,ru
first,en
что,ru
first,en
it,en
свет,ru
not,en
find,en
sushi,en
тусклый,ru
тело,ru
security,en
жёлтый,ru
him,en
then,en
high,en
тёмный,ru
ветер,ru
long,en
force,en
find,en
пользовательский интерфейс,ru
high,en
law,en
молодой,ru
i,en
ты,ru
your,en
with,en
other,en
do,en
seem,en
ехать,ru
feel,en
go,en
law,en
быть,ru
blockchain,en
different,en
if,en
рот,ru
вода,ru
кость,ru
тёмный,ru
злой,ru
first,en
ехать,ru
me,en
время,ru
folk,en
мочь,ru
result,en
контроль версий,ru
человек,ru
плавание,ru
into,en
бургер,ru
старый,ru
мочь,ru
m,ru_wrong
они,ru
use,en
здоровый,ru
like,en
work,en
больной,ru
friend,en
who,en
волос,ru
человек,ru
them,en
different,en
вы,ru
лицо,ru
get,en
team,en
you,en
небо,ru
can,en
know,en
nlzyl,ru_wrong
я,ru
тёмный,ru
иначе,ru
горячий,ru
хорошего дня,ru
убер,ru
храбрый,ru
work,en
вода,ru
"x;tr,klymrh",ru_wrong
вы,ru
больной,ru
up,en
знать,ru
манго,ru
able,en
melon,en
us,en
now,en
мы,ru
intelligence,en
friend,en
as,en
when,en
see,en
you are welcome,en
well,en
lk[m'tc,ru_wrong
белый,ru
звезда,ru
see,en
мочь,ru
good,en
look,en
душа,ru
go,en
old,en
в,ru
светлый,ru
find,en
расти,ru
big,en
house,en
душа,ru
нужно,ru
не,ru
горячий,ru
try,en
"xn.mty,",ru_wrong
[;t.,ru_wrong
girl,en
look,en
тело,ru
two,en
смелый,ru
just,en
new,en
back,en
язык,ru
up,en
jl;ylvь,ru_wrong
"ktb,",ru_wrong
yet,en
"rkmj,lgh;/,h",ru_wrong
делать,ru
чёрный,ru
pants,en
few,en
умный,ru
низкий,ru
друг,ru
yh'l,ru_wrong
огонь,ru
face,en
год,ru
also,en
moment,en
this,en
all,en
мокрый,ru
пить,ru
город,ru
"gt,ktyl",ru_wrong
make,en
call,en
извини пожалуйста,ru
хотя,ru
small,en
быть,ru
ulkh,ru_wrong
веб разработка,ru
наш,ru
волос,ru
грязный,ru
сухой,ru
community,en
door,en
рэп,ru
bad,en
lym,ru_wrong
city,en
use,en
оранжевый,ru
than,en
волейбол,ru
her,en
able,en
глаз,ru
любить,ru
фиолетовый,ru
kid,en
now,en
он,ru
медленный,ru
grape,en
зелёный,ru
up,en
look,en
"bgt,;fq",ru_wrong
спать,ru
нога,ru
morning,en
get,en
we,en
себя,ru
r;hbbmrh,ru_wrong
ежели,ru
есть,ru
"mbrebb,gtyyfq",ru_wrong
земля,ru
about,en
so,en
first,en
луна,ru
как всегда,ru
find,en
you,en
ветрено,ru
есть,ru
to,en
hour,en
",t;l",ru_wrong
что,ru
контакт,ru
car,en
way,en
;eyh,ru_wrong
this,en
сидеть,ru
'zhp,ru_wrong
светлый,ru
ue.h,ru_wrong
fox,en
высокий,ru
"rlnjь/,tk",ru_wrong
хотеть,ru
r,ru_wrong
her,en
bmymq,ru_wrong
hglrh'l,ru_wrong
make,en
раст,ru
дождь,ru
"b,hkfq",ru_wrong
красивый,ru
day,en
parent,en
call,en
глупый,ru
пить,ru
он,ru
team,en
my,en
me,en
go,en
nhimyh,ru_wrong
"rhk,l]t;ь",ru_wrong
синий,ru
result,en
others,en
city,en
work,en
right,en
плохо,ru
out,en
спать,ru
мокрый,ru
public,en
art,en
перчатки,ru
рука,ru
uber,en
солнце,ru
i,en
body,en
new,en
холодный,ru
яркий,ru
дождь,ru
life,en
рука,ru
morning,en
have,en
him,en
then,en
girl,en
any,en
хоть,ru
лицо,ru
пасть,ru
"]ml;t,lgfq",ru_wrong
next,en
живой,ru
не,ru
next,en
храбрый,ru
бег,ru
хотя,ru
van,en
пить,ru
person,en
any,en
bt;ь'tktq,ru_wrong
party,en
right,en
able,en
мы,ru
ехать,ru
дом,ru
птица,ru
some,en
рука,ru
i,en
kind,en
губа,ru
тусклый,ru
new,en
bluetooth,en
the,en
then,en
word,en
мозг,ru
яхта,ru
огонь,ru
btk'wt,ru_wrong
думать,ru
to,en
even,en
который,ru
idea,en
плохо,ru
vtbylr,ru_wrong
people,en
privacy,en
little,en
party,en
горячий,ru
also,en
hour,en
long,en
history,en
them,en
видеть,ru
next,en
луна,ru
большое спасибо,ru
know,en
before,en
дождь,ru
his,en
свет,ru
you,en
into,en
want,en
line,en
тело,ru
права,ru
ненавидеть,ru
земля,ru
новый,ru
only,en
плыть,ru
вода,ru
pop,en
делать,ru
swift,en
do,en
ты,ru
ночь,ru
с,ru
from,en
мы,ru
bad,en
if,en
permission,en
old,en
слабый,ru
ruby,en
короткий,ru
rklgь,ru_wrong
"jm,ь",ru_wrong
life,en
gtvtk,ru_wrong
вода,ru
грязный,ru
our,en
find,en
низкий,ru
интернет,ru
чистый,ru
change,en
"jm,ly",ru_wrong
say,en
нос,ru
windows,en
дождь,ru
json,en
minute,en
yezyl,ru_wrong
то,ru
be,en
to,en
маленький,ru
than,en
could,en
оранжевый,ru
look,en
мочь,ru
кость,ru
компьютер,ru
понимать,ru
нога,ru
себя,ru
гора,ru
us,en
business,en
gl;lb,ru_wrong
new,en
год,ru
moment,en
c,ru_wrong
но,ru
большой,ru
это,ru
"umnyhb,mrh",ru_wrong
ненавидеть,ru
рука,ru
nlkrlgь,ru_wrong
do,en
жёлтый,ru
last,en
time,en
мокро,ru
their,en
one,en
work,en
minute,en
leave,en
молодой,ru
most,en
а,ru
вечер,ru
день,ru
we,en
able,en
jhjhqc,ru_wrong
other,en
long,en
"khb,",ru_wrong
солнце,ru
password,en
little,en
of,en
и,ru
газировка,ru
зелёный,ru
грязный,ru
я,ru
would,en
докер,ru
access control,en
ulkl',ru_wrong
hour,en
кровь,ru
i,en
сон,ru
по,ru
кантри,ru
расти,ru
"jkmy,tk",ru_wrong
the,en
мочь,ru
android,en
синий,ru
these,en
war,en
кожа,ru
понимать,ru
make,en
his,en
about,en
people,en
раз,ru
bad,en
and,en
use,en
э,ru
just,en
business,en
лететь,ru
борьба,ru
it,en
глупый,ru
will,en
"my,tkyt,",ru_wrong
javascript,en
старый,ru
умный,ru
need,en
пасть,ru
side,en
old,en
мочь,ru
работа,ru
also,en
after,en
бедный,ru
горячий,ru
over,en
быть,ru
умный,ru
олень,ru
робот,ru
слабый,ru
look,en
длинный,ru
others,en
back,en
с,ru
had,en
it,en
гора,ru
ночь,ru
видеть,ru
guy,en
l.evtymt,ru_wrong
good,en
at,en
important,en
i am good,en
big,en
nlrkl,ru_wrong
"jhb,h",ru_wrong
мочь,ru
в,ru
огонь,ru
поле,ru
game,en
сон,ru
leave,en
в,ru
к,ru
звезда,ru
be,en
сухой,ru
сердце,ru
здоровый,ru
нос,ru
about,en
лицо,ru
want,en
community,en
нос,ru
good,en
do,en
думать,ru
but,en
gtbь,ru_wrong
белый,ru
зелёный,ru
out,en
утро,ru
small,en
слышать,ru
зуб,ru
красивый,ru
спать,ru
короткий,ru
быть,ru
"nt,hgbt;",ru_wrong
want,en
к,ru
небо,ru
new,en
have,en
force,en
give,en
was,en
код,ru
ничего особенного,ru
would,en
about,en
small,en
old,en
how,en
us,en
прохладный,ru
large,en
jl'bl;ye[,ru_wrong
'lrtk,ru_wrong
делать,ru
старый,ru
kiwi,en
do,en
"gt,ktyl",ru_wrong
работа,ru
air,en
а,ru
лежать,ru
want,en
;mbh,ru_wrong
виноград,ru
друг,ru
жизнь,ru
back,en
красный,ru
she,en
young,en
house,en
непрерывная интеграция,ru
back,en
красный,ru
поле,ru
word,en
ночь,ru
слышать,ru
war,en
ul;ь],ru_wrong
.tu,ru_wrong
и,ru
ночь,ru
say,en
these,en
на,ru
на,ru
people,en
public,en
moment,en
go,en
а,ru
свет,ru
marigold,en
прохладный,ru
овца,ru
side,en
сканер,ru
то,ru
важно,ru
them,en
день,ru
art,en
now,en
кость,ru
баскетбол,ru
now,en
слабый,ru
хорошо,ru
network,en
party,en
фолк,ru
high,en
машинное обучение,ru
большой,ru
звезда,ru
утка,ru
long,en
way,en
кожа,ru
great,en
"hg,l.eb",ru_wrong
мозг,ru
вечер,ru
early,en
храбрый,ru
us,en
hour,en
bhjlum,ru_wrong
at,en
look,en
large,en
но,ru
us,en
power,en
an,en
which,en
skirt,en
утро,ru
make,en
by,en
язык,ru
look,en
hy'klm',ru_wrong
long,en
rust,en
but,en
a,en
земля,ru
big,en
either,en
admin rights,en
next,en
next,en
door,en
небо,ru
друг,ru
need,en
top,en
tell,en
team,en
и,ru
пальто,ru
after,en
должен,ru
холодный,ru
me,en
чистый,ru
сухой,ru
last,en
other,en
кость,ru
own,en
year,en
issue,en
лететь,ru
c.;lrl,ru_wrong
use,en
волос,ru
take,en
дождь,ru
рука,ru
girl,en
large,en
cucumber,en
"e,kl",ru_wrong
find,en
сервер,ru
two,en
рот,ru
we,en
светлый,ru
what,en
that,en
год,ru
с,ru
year,en
белый,ru
make,en
вода,ru
use,en
so,en
now,en
health,en
ветер,ru
for,en
нельзя,ru
input method,en
грязный,ru
маленький,ru
можно,ru
есть,ru
like,en
want,en
our,en
just,en
стать,ru
most,en
rest,en
хотеть,ru
",khyb",ru_wrong
говорить,ru
think,en
with,en
parent,en
мы,ru
moment,en
one,en
трусливый,ru
короткий,ru
good,en
new,en
город,ru
html,en
use,en
[lklil,ru_wrong
p;lq,ru_wrong
zhbnmy,ru_wrong
";eyyfq bgt,",ru_wrong
сухой,ru
нужно,ru
take,en
спать,ru
the,en
важно,ru
ask,en
говорить,ru
mango,en
"nёk,gfq",ru_wrong
them,en
чистый,ru
хотеть,ru
there,en
эксэмэль,ru
я,ru
guy,en
will,en
;hqn,ru_wrong
салат,ru
say,en
party,en
war,en
how,en
your,en
come,en
long,en
an,en
singing,en
ухо,ru
мозг,ru
[kh.kfq,ru_wrong
смелый,ru
kid,en
or,en
видеть,ru
вода,ru
want,en
тёплый,ru
early,en
see,en
can,en
any,en
btkgtk,ru_wrong
мёртвый,ru
уродливый,ru
сидеть,ru
плохо,ru
медленный,ru
art,en
art,en
reason,en
his,en
высокий,ru
how,en
но,ru
холодный,ru
one,en
kind,en
friend,en
tell,en
длинный,ru
что нового,ru
to,en
there,en
тусклый,ru
do,en
".f,ь",ru_wrong
education,en
bicycle,en
she,en
прохладный,ru
j;l[l,ru_wrong
хотеть,ru
ненавидеть,ru
number,en
три,ru
rmgm,ru_wrong
me,en
нога,ru
could,en
;mnly,ru_wrong
гусь,ru
know,en
ненавидеть,ru
солнце,ru
храбрый,ru
i;cjh,ru_wrong
жёлтый,ru
for,en
make,en
for,en
will,en
first,en
well,en
if,en
лететь,ru
teacher,en
рука,ru
find,en
глупый,ru
день,ru
war,en
change,en
новый,ru
work,en
вы,ru
not,en
say,en
море,ru
who,en
carrot,en
one,en
what,en
и,ru
small,en
белый,ru
history,en
you,en
есть,ru
думать,ru
know,en
ехать,ru
is,en
that,en
make,en
здоровый,ru
would,en
wbb,ru_wrong
богатый,ru
kid,en
вода,ru
other,en
маленький,ru
nt';tyyfq,ru_wrong
force,en
world,en
how,en
gktnc,ru_wrong
early,en
";tzh,ь",ru_wrong
your,en
который,ru
that,en
by,en
себя,ru
high,en
поле,ru
бедный,ru
name,en
mouse,en
яркий,ru
kid,en
use,en
мёртвый,ru
issue,en
when,en
because,en
all,en
слышать,ru
us,en
kind,en
зуб,ru
жёлтый,ru
game,en
цсс,ru
хотеть,ru
just,en
смелый,ru
дневной свет,ru
art,en
printer,en
.ekutk,ru_wrong
think,en
seem,en
cloudy,en
ckrmq,ru_wrong
little,en
красивый,ru
house,en
звезда,ru
нога,ru
поле,ru
гора,ru
neither,en
солнце,ru
look,en
of,en
",keb;mgfq",ru_wrong
out,en
старый,ru
large,en
стать,ru
them,en
они,ru
рассвет,ru
они,ru
her,en
help,en
next,en
well,en
scarf,en
different,en
its,en
любить,ru
",ёj;fq",ru_wrong
this,en
president,en
плыть,ru
"[l,t,ь",ru_wrong
back,en
baseball,en
весь,ru
она,ru
плохо,ru
душа,ru
come,en
больной,ru
кровь,ru
and,en
сильный,ru
кровь,ru
since,en
will,en
side,en
give,en
find,en
жизнь,ru
алгоритм,ru
power,en
way,en
j[j,ru_wrong
должен,ru
это,ru
фиолетовый,ru
person,en
or,en
живой,ru
change,en
or,en
сидеть,ru
спать,ru
закат,ru
важно,ru
out,en
make,en
member,en
from,en
ухо,ru
other,en
early,en
me,en
use,en
тёплый,ru
ананас,ru
земля,ru
after,en
problem,en
important,en
guava,en
пицца,ru
new,en
moment,en
".hk[h,wf",ru_wrong
game,en
огонь,ru
же,ru
call,en
пиво,ru
research,en
as,en
head,en
не,ru
reason,en
be[lq,ru_wrong
body,en
run,en
который,ru
lavender,en
try,en
глупый,ru
hour,en
problem,en
seem,en
нос,ru
on,en
море,ru
холодный,ru
чёрный,ru
see,en
язык,ru
"jlymnh,ь",ru_wrong
расти,ru
large,en
живой,ru
i,en
what,en
member,en
information,en
hat,en
холодный,ru
see,en
уродливый,ru
education,en
leave,en
информатика,ru
then,en
сила,ru
most,en
others,en
say,en
они,ru
member,en
father,en
медленный,ru
она,ru
"v,l",ru_wrong
little,en
делать,ru
a,en
use,en
call,en
волос,ru
in,en
гора,ru
зуб,ru
мёртвый,ru
надо,ru
ветер,ru
дорога,ru
сердце,ru
important,en
say,en
бедный,ru
хорошо,ru
лиса,ru
работа,ru
дождь,ru
маргаритка,ru
want,en
you,en
that,en
information,en
country,en
язык,ru
чёрный,ru
world,en
take,en
air,en
себя,ru
душа,ru
с,ru
name,en
жизнь,ru
рок,ru
случай,ru
уродливый,ru
лук,ru
code review,en
я,ru
луна,ru
"c[,h",ru_wrong
reason,en
no,en
язык,ru
сердце,ru
красивый,ru
line,en
лунный свет,ru
see,en
great,en
чистый,ru
i am fine,en
bm;h,ru_wrong
idea,en
great,en
give,en
people,en
over,en
large,en
work,en
its,en
tell,en
a,en
высокий,ru
i,en
see,en
богатый,ru
like,en
party,en
сердце,ru
back,en
на,ru
but,en
этот,ru
leave,en
танцы,ru
глаз,ru
понимать,ru
problem,en
злой,ru
level,en
вы,ru
would,en
there,en
way,en
храбрый,ru
маленький,ru
work,en
лежать,ru
stay safe,en
делать,ru
огонь,ru
в,ru
it,en
"nhyulb,my",ru_wrong
тусклый,ru
you,en
kind,en
маленький,ru
должен,ru
это,ru
на,ru
больной,ru
login,en
issue,en
самолёт,ru
"rlkl,rmq",ru_wrong
think,en
house,en
грязный,ru
злой,ru
why,en
богатый,ru
new,en
нельзя,ru
здоровый,ru
teacher,en
first,en
life,en
when,en
face,en
пить,ru
отладка,ru
programming is fun,en
"jlv,h",ru_wrong
они,ru
понимать,ru
нужно,ru
make,en
ul',ru_wrong
понимать,ru
celery,en
use,en
face,en
'fyc,ru_wrong
different,en
живой,ru
because,en
город,ru
'tyь,ru_wrong
хотеть,ru
own,en
в,ru
same,en
she,en
e.tk,ru_wrong
just,en
разработка программного обеспечения,ru
звезда,ru
человек,ru
give,en
tell,en
себя,ru
work,en
можно,ru
тело,ru
закат,ru
want,en
я,ru
they,en
нога,ru
day,en
spell checker,en
не,ru
at,en
потому,ru
research,en
as,en
плохо,ru
life,en
ночь,ru
kid,en
случай,ru
no,en
лошадь,ru
know,en
when,en
important,en
two,en
two,en
.hyhy,ru_wrong
help,en
make,en
to,en
see,en
taxi,en
girl,en
надо,ru
its,en
that,en
what,en
her,en
new,en
all,en
"j,mwh",ru_wrong
health,en
head,en
of,en
;mwl,ru_wrong
снег,ru
feel,en
my,en
about,en
который,ru
sunshine,en
face,en
work,en
good,en
no,en
look,en
change,en
который,ru
its,en
слышать,ru
быстрый,ru
art,en
see,en
house,en
it,en
she,en
голова,ru
who,en
city,en
up,en
make,en
i,en
last,en
виндоус,ru
добрый,ru
в,ru
hardware,en
community,en
high,en
uebь,ru_wrong
in,en
think,en
понимать,ru
any,en
father,en
know,en
potato,en
old,en
can,en
язык,ru
leave,en
умный,ru
ptn;c,ru_wrong
ты,ru
стоять,ru
ymprmq,ru_wrong
most,en
president,en
if,en
which,en
power,en
кожа,ru
глаз,ru
лицо,ru
идти,ru
солнце,ru
name,en
но,ru
want,en
любить,ru
",hywf",ru_wrong
друг,ru
весь,ru
машина,ru
красный,ru
это,ru
рука,ru
белый,ru
come,en
звезда,ru
person,en
говорить,ru
name,en
небо,ru
right,en
health,en
find,en
first,en
nfiь,ru_wrong
kind,en
не,ru
lkhyztgfq,ru_wrong
поле,ru
beim,ru_wrong
find,en
лицо,ru
футбол,ru
знать,ru
other,en
бежать,ru
end,en
high,en
мочь,ru
way,en
issue,en
работа,ru
быть,ru
although,en
out,en
бедный,ru
last,en
кожа,ru
see,en
people,en
в,ru
ли,ru
море,ru
use,en
"jhb,ь",ru_wrong
idea,en
old,en
your,en
own,en
reason,en
печенье,ru
сильный,ru
law,en
ухо,ru
so,en
house,en
хотеть,ru
фиолетовый,ru
мочь,ru
на,ru
help,en
even,en
after,en
".tpljhbylb,ь",ru_wrong
пить,ru
высокий,ru
а,ru
нельзя,ru
нос,ru
from,en
same,en
research,en
a,en
now,en
work,en
видеть,ru
his,en
должен,ru
джаз,ru
information,en
сообщение,ru
кость,ru
метро,ru
game,en
up,en
morning,en
head,en
b,ru_wrong
early,en
power,en
duck,en
пусть,ru
other,en
который,ru
тёмный,ru
длинный,ru
мозг,ru
well,en
j;hghymt,ru_wrong
side,en
world,en
her,en
tell,en
zmpyь,ru_wrong
you,en
them,en
level,en
good,en
help,en
сила,ru
здоровый,ru
сила,ru
тёмный,ru
хорошо,ru
give,en
мочь,ru
new,en
an,en
сидеть,ru
sheep,en
change,en
all,en
сухо,ru
call,en
губа,ru
'keu,ru_wrong
help,en
word,en
оранжевый,ru
p'lklgfq,ru_wrong
]ekuly,ru_wrong
"bgm],",ru_wrong
art,en
car,en
синий,ru
so,en
rkhbyfq,ru_wrong
door,en
car,en
и,ru
now,en
работа,ru
or,en
develop,en
you,en
day,en
we,en
большой,ru
right,en
if,en
new,en
not much,en
торт,ru
мой,ru
ты,ru
себя,ru
just,en
think,en
if,en
хотеть,ru
слабый,ru
пить,ru
they,en
last,en
work,en
when,en
wherever,en
пользователь,ru
result,en
любить,ru
with,en
dusk,en
красивый,ru
стать,ru
by,en
хорошо,ru
новый,ru
день,ru
больной,ru
all,en
on,en
снег,ru
your,en
moment,en
огонь,ru
можно,ru
foggy,en
back,en
then,en
day,en
бежать,ru
her,en
грязный,ru
power,en
door,en
и,ru
важно,ru
яркий,ru
нфт,ru
стоять,ru
its,en
хорошо,ru
one,en
history,en
я,ru
problem,en
но,ru
смелый,ru
can,en
say,en
back,en
information,en
force,en
well,en
able,en
глаз,ru
give,en
result,en
word,en
весь,ru
".hbrt,.l;",ru_wrong
".tzh,ь",ru_wrong
кость,ru
he,en
пасть,ru
ночь,ru
passionfruit,en
know,en
could,en
nhimyh,ru_wrong
роза,ru
guy,en
know,en
our,en
see,en
расти,ru
pizza,en
make,en
year,en
line,en
work,en
think,en
ask,en
name,en
in,en
море,ru
рука,ru
think,en
лицо,ru
друг,ru
слабый,ru
грязный,ru
yt.l,ru_wrong
зелёный,ru
по,ru
jhkl;ь,ru_wrong
большой,ru
go,en
должен,ru
cap,en
in,en
take,en
phone,en
health,en
мочь,ru
наука о данных,ru
guy,en
can,en
back,en
слабый,ru
business,en
even,en
яркий,ru
ask,en
any,en
cake,en
day,en
side,en
stormy,en
но,ru
not,en
жёлтый,ru
а,ru
same,en
their,en
добрый,ru
few,en
teacher,en
"uh;b,er",ru_wrong
think,en
добрый,ru
сильный,ru
у,ru
president,en
но,ru
back,en
girl,en
wet,en
говорить,ru
лишь,ru
ь,ru
people,en
at,en
"'enh,ь",ru_wrong
her,en
come,en
jkl[;h'yfq,ru_wrong
your,en
nh;tyьrmq,ru_wrong
человек,ru
что,ru
не,ru
power,en
старый,ru
not,en
киви,ru
'eih,ru_wrong
way,en
ненавидеть,ru
апи,ru
try,en
хотеть,ru
мы,ru
one,en
when,en
обучение,ru
than,en
андроид,ru
шпинат,ru
сухой,ru
basketball,en
утро,ru
любить,ru
and,en
идти,ru
for,en
luektw,ru_wrong
отчего,ru
rtjrh,ru_wrong
father,en
us,en
up,en
idea,en
вайфай,ru
хорошо,ru
они,ru
го,ru
трусливый,ru
большой,ru
have,en
new,en
look,en
любить,ru
css,en
сильный,ru
be,en
rlirh,ru_wrong
find,en
these,en
his,en
с,ru
person,en
bad,en
of,en
гора,ru
они,ru
смелый,ru
рот,ru
i,en
community,en
able,en
lily,en
молодой,ru
;myerb,ru_wrong
язык,ru
тепло,ru
сильный,ru
young,en
boy,en
храбрый,ru
president,en
office,en
ul,ru_wrong
mangosteen,en
service,en
an,en
time,en
find,en
goose,en
into,en
ul;lgh,ru_wrong
который,ru
здоровый,ru
ты,ru
body,en
должен,ru
мокрый,ru
as,en
boy,en
with,en
though,en
or,en
what,en
лежать,ru
few,en
use,en
business,en
her,en
make,en
others,en
смелый,ru
air,en
зелёный,ru
come,en
number,en
same,en
;lih'ь,ru_wrong
air,en
утро,ru
guy,en
but,en
рука,ru
house,en
случай,ru
berry,en
use,en
the,en
злой,ru
community,en
тёплый,ru
но,ru
земля,ru
which,en
into,en
нос,ru
father,en
history,en
рука,ru
яркий,ru
jl,ru_wrong
this,en
head,en
tell,en
see,en
how,en
car,en
their,en
year,en
добрый,ru
great,en
по,ru
his,en
мы,ru
рука,ru
вечер,ru
on,en
nlvь,ru_wrong
огурец,ru
сухой,ru
from,en
office,en
быть,ru
говорить,ru
сердце,ru
нога,ru
own,en
случай,ru
guy,en
идти,ru
too,en
идти,ru
few,en
быстрый,ru
can,en
face,en
windy,en
",tj;l",ru_wrong
он,ru
делать,ru
трусливый,ru
голова,ru
он,ru
hiphop,en
teacher,en
only,en
his,en
monitor,en
me,en
there,en
богатый,ru
the,en
hjm,ru_wrong
these,en
back,en
глаз,ru
take,en
first,en
мозг,ru
a,en
оранжевый,ru
"j;f,ь",ru_wrong
so,en
and,en
be,en
красивый,ru
can,en
warm,en
level,en
сон,ru
change,en
database,en
суши,ru
человек,ru
php,en
bad,en
first,en
"ijmyh,",ru_wrong
little,en
would,en
рука,ru
год,ru
over,en
расти,ru
friend,en
нужно,ru
нельзя,ru
tell,en
out,en
понимать,ru
апельсин,ru
город,ru
text input,en
мочь,ru
jazz,en
ненавидеть,ru
car,en
тусклый,ru
president,en
and,en
whose,en
result,en
they,en
door,en
мы,ru
трусливый,ru
after,en
him,en
research,en
время,ru
next,en
important,en
нужно,ru
some,en
side,en
little,en
на,ru
no,en
that,en
чёрный,ru
we,en
preferences,en
be,en
business,en
also,en
this,en
give,en
",t[yl",ru_wrong
research,en
голова,ru
rl',ru_wrong
we,en
вы,ru
ask,en
also,en
no,en
an,en
мозг,ru
"m',m",ru_wrong
you,en
тусклый,ru
вишня,ru
first,en
добрый,ru
вы,ru
and,en
because,en
пение,ru
классика,ru
guy,en
жёлтый,ru
history,en
много,ru
girl,en
information,en
работа,ru
волк,ru
свёкла,ru
больной,ru
over,en
нога,ru
сильный,ru
no,en
море,ru
community,en
знать,ru
our,en
because,en
тот,ru
way,en
sit,en
tie,en
you,en
ненавидеть,ru
гора,ru
светлый,ru
force,en
vhq,ru_wrong
сильный,ru
дорога,ru
computer,en
ни,ru
find,en
house,en
use,en
кость,ru
into,en
on,en
пить,ru
лицо,ru
сердце,ru
друг,ru
ухо,ru
утро,ru
any,en
прохладный,ru
мочь,ru
'l;zty,ru_wrong
public,en
транс,ru
пиджак,ru
level,en
в,ru
кровь,ru
over,en
tell,en
ехать,ru
beet,en
of,en
how,en
she,en
однако,ru
пить,ru
war,en
зуб,ru
commit changes,en
merge the branch,en
change,en
храбрый,ru
yacht,en
a,en
parent,en
jkhgh,ru_wrong
air,en
first,en
новый,ru
голова,ru
pasta,en
laptop,en
богатый,ru
macos,en
old,en
number,en
volleyball,en
little,en
year,en
сердце,ru
хотеть,ru
back,en
body,en
as,en
find,en
think,en
"bh;h,",ru_wrong
person,en
after,en
any,en
neural,en
house,en
[lrrtq,ru_wrong
трусливый,ru
other,en
ilrl;h',ru_wrong
hqlb,ru_wrong
so,en
с,ru
boat,en
so,en
cold,en
service,en
come,en
рот,ru
тело,ru
game,en
gloves,en
house,en
низкий,ru
running,en
по,ru
